parish_id,parish_name,registered_voters,municipality_id
041215,Paçó,222,0412
041216,Penhas Juntas,282,0412
041219,Rebordelo,624,0412
041221,Santalha,272,0412
041226,Tuizelo,370,0412
041227,Vale das Fontes,354,0412
041229,Vila Boa de Ousilhão,162,0412
041230,Vila Verde,194,0412
041232,Vilar de Ossos,234,0412
041233,Vilar de Peregrinos,170,0412
041234,Vilar Seco de Lomba,227,0412
041235,Vinhais,2135,0412
041236,Curopos e Vale de Janeiro,329,0412
041237,Moimenta e Montouto,273,0412
041238,Nunes e Ousilhão,224,0412
041239,Quirás e Pinheiro Novo,322,0412
041240,Sobreiro de Baixo e Alvaredos,456,0412
041241,"Soeira, Fresulfe e Mofreita",227,0412
041242,Travanca e Santa Cruz,176,0412
041243,Vilar de Lomba e São Jomil,267,0412
050102,Caria,1712,0501
050104,Inguias,613,0501
050105,Maçainhas,283,0501
050106,Belmonte e Colmeal da Torre,3203,0501
050201,Alcains,4394,0502
050202,Almaceda,488,0502
050203,Benquerenças,603,0502
050205,Castelo Branco,31127,0502
050211,Lardosa,796,0502
050212,Louriçal do Campo,451,0502
050214,Malpica do Tejo,342,0502
050216,Monforte da Beira,283,0502
050220,Salgueiro do Campo,607,0502
050221,Santo André das Tojeiras,558,0502
050222,São Vicente da Beira,945,0502
050223,Sarzedas,895,0502
050225,Tinalhas,489,0502
050226,Cebolais de Cima e Retaxo,1605,0502
050227,Escalos de Baixo e Mata,1007,0502
050228,Escalos de Cima e Lousa,1257,0502
050229,Freixial e Juncal do Campo,642,0502
050230,Ninho do Açor e Sobral do Campo,630,0502
050231,Póvoa de Rio de Moinhos e Cafede,840,0502
050302,Aldeia de São Francisco de Assis,446,0503
050305,Boidobra,2736,0503
050308,Cortes do Meio,688,0503
050309,Dominguizo,912,0503
050310,Erada,602,0503
050311,Ferro,1375,0503
050312,Orjais,628,0503
050314,Paul,1321,0503
050315,Peraboa,864,0503
050318,São Jorge da Beira,489,0503
050322,Sobral de São Miguel,303,0503
050324,Tortosendo,4710,0503
050325,Unhais da Serra,1024,0503
050327,Verdelhos,529,0503
050332,Barco e Coutada,817,0503
050333,Cantar-Galo e Vila do Carvalho,3044,0503
050334,Casegas e Ourondo,715,0503
050335,Covilhã e Canhoso,16291,0503
050336,Peso e Vales do Rio,1198,0503
050337,Teixoso e Sarzedo,3691,0503
050338,Vale Formoso e Aldeia do Souto,649,0503
050401,Alcaide,560,0504
050402,Alcaria,1012,0504
050403,Alcongosta,378,0504
050406,Alpedrinha,825,0504
050408,Barroca,453,0504
050410,Bogas de Cima,341,0504
050411,Capinha,426,0504
050412,Castelejo,638,0504
050413,Castelo Novo,280,0504
050416,Fatela,463,0504
050419,Lavacolhos,199,0504
050420,Orca,494,0504
050421,Pêro Viseu,679,0504
050424,Silvares,912,0504
050425,Soalheira,811,0504
050426,Souto da Casa,730,0504
050427,Telhado,570,0504
050431,Enxames,377,0504
050432,Três Povos,798,0504
050433,Janeiro de Cima e Bogas de Baixo,475,0504
050434,"Fundão, Valverde, Donas e Aldeias de Joanes e Cabo",11282,0504
050435,Póvoa de Atalaia e Atalaia do Campo,931,0504
050436,Vale de Prazeres e Mata da Rainha,1111,0504
050502,Aldeia de Santa Margarida,202,0505
050505,Ladoeiro,1053,0505
050506,Medelim,177,0505
050509,Oledo,277,0505
050510,Penha Garcia,538,0505
050511,Proença-a-Velha,136,0505
050512,Rosmaninhal,409,0505
050514,São Miguel de Acha,453,0505
050516,Toulões,164,0505
050518,Idanha-a-Nova e Alcafozes,2023,0505
050519,Monfortinho e Salvaterra do Extremo,508,0505
050520,Monsanto e Idanha-a-Velha,578,0505
050521,Zebreira e Segura,964,0505
050601,Álvaro,150,0506
050603,Cambas,262,0506
050605,Isna,150,0506
050606,Madeirã,141,0506
050607,Mosteiro,257,0506
050609,Orvalho,442,0506
050610,Sarnadas de São Simão,162,0506
050611,Sobral,125,0506
050613,Estreito-Vilar Barroco,829,0506
050614,Oleiros-Amieira,1914,0506
050704,Aranhas,272,0507
050706,Benquerença,405,0507
050707,Meimão,229,0507
050708,Meimoa,280,0507
050710,Penamacor,1079,0507
050711,Salvador,278,0507
050712,Vale da Senhora da Póvoa,179,0507
050713,"Aldeia do Bispo, Águas e Aldeia de João Pires",798,0507
050714,Pedrógão de São Pedro e Bemposta,440,0507
050802,Montes da Senhora,556,0508
050805,São Pedro do Esteval,395,0508
050807,Proença-a-Nova e Peral,4043,0508
050808,Sobreira Formosa e Alvito da Beira,1540,0508
050901,Cabeçudo,819,0509
050902,Carvalhal,362,0509
050903,Castelo,863,0509
050911,Pedrógão Pequeno,590,0509
050912,Sertã,5255,0509
050913,Troviscal,665,0509
050914,Várzea dos Cavaleiros,641,0509
050915,"Cernache do Bonjardim, Nesperal e Palhais",3048,0509
050916,Cumeada e Marmeleiro,566,0509
050917,Ermida e Figueiredo,334,0509
051001,Fundada,458,0510
051002,São João do Peso,112,0510
051003,Vila de Rei,2143,0510
051101,Fratel,438,0511
051102,Perais,397,0511
051103,Sarnadas de Ródão,455,0511
051104,Vila Velha de Ródão,1473,0511
060102,Arganil,3445,0601
060104,Benfeita,297,0601
060105,Celavisa,134,0601
060109,Folques,277,0601
060111,Piódão,126,0601
060112,Pomares,359,0601
060113,Pombeiro da Beira,755,0601
060114,São Martinho da Cortiça,1147,0601
060115,Sarzedo,536,0601
060116,Secarias,329,0601
060119,Cepos e Teixeira,189,0601
060120,Cerdeira e Moura da Serra,318,0601
060121,Côja e Barril de Alva,1420,0601
060122,Vila Cova de Alva e Anseriz,445,0601
060201,Ançã,2329,0602
060203,Cadima,2666,0602
060205,Cordinhã,989,0602
060207,Febres,3421,0602
060208,Murtede,1294,0602
060209,Ourentã,1145,0602
060214,Tocha,3401,0602
060215,São Caetano,785,0602
060218,Sanguinheira,1675,0602
060220,Cantanhede e Pocariça,8289,0602
060221,Covões e Camarneira,3147,0602
060222,Portunhos e Outil,1769,0602
060223,Sepins e Bolho,1769,0602
060224,Vilamar e Corticeiro de Cima,1401,0602
060301,Almalaguês,2600,0603
060309,Brasfemes,1766,0603
060311,Ceira,3069,0603
060312,Cernache,3420,0603
060318,Santo António dos Olivais,35792,0603
060320,São João do Campo,1669,0603
060324,São Silvestre,2531,0603
060329,Torres do Mondego,1876,0603
060332,Antuzede e Vil de Matos,2645,0603
060333,Assafarge e Antanhol,4607,0603
060334,"Sé Nova, Santa Cruz, Almedina e São Bartolomeu",12167,0603
060335,Eiras e São Paulo de Frades,15298,0603
060336,Santa Clara e Castelo Viegas,10156,0603
060337,São Martinho de Árvore e Lamarosa,2519,0603
060338,São Martinho do Bispo e Ribeira de Frades,13424,0603
060339,Souselas e Botão,3971,0603
060340,"Taveiro, Ameal e Arzila",3503,0603
060341,Trouxemil e Torre de Vilela,3201,0603
060401,Anobra,1101,0604
060406,Ega,2318,0604
060407,Furadouro,173,0604
060410,Zambujal,336,0604
060411,Condeixa-a-Velha e Condeixa-a-Nova,7521,0604
060412,Sebal e Belide,2495,0604
060413,Vila Seca e Bem da Fé,834,0604
060502,Alqueidão,1377,0605
060507,Maiorca,2148,0605
060508,Marinha das Ondas,2597,0605
060512,Tavarede,8926,0605
060513,Vila Verde,2524,0605
060514,São Pedro,2570,0605
060515,Bom Sucesso,1722,0605
060518,Moinhos da Gândara,1010,0605
060519,Alhadas,3792,0605
060520,Buarcos e São Julião,17400,0605
060521,Ferreira-a-Nova,1992,0605
060522,Lavos,3172,0605
060523,Paião,2484,0605
060524,Quiaios,2674,0605
060601,Alvares,581,0606
060604,Góis,1716,0606
060605,Vila Nova do Ceira,811,0606
060606,Cadafaz e Colmeal,265,0606
060704,Serpins,1505,0607
060706,Gândaras,1093,0607
060707,Foz de Arouce e Casal de Ermio,1160,0607
060708,Lousã e Vilarinho,11597,0607
060801,Mira,6840,0608
060802,Seixo,1507,0608
060803,Carapelhos,800,0608
060804,Praia de Mira,3469,0608
060901,Lamas,661,0609
060902,Miranda do Corvo,6287,0609
060905,Vila Nova,735,0609
060906,Semide e Rio Vide,3008,0609
061002,Arazede,4647,0610
061003,Carapinheira,2459,0610
061005,Liceia,951,0610
061006,Meãs do Campo,1467,0610
061008,Pereira,2947,0610
061009,Santo Varão,1632,0610
061010,Seixo de Gatões,1156,0610
061011,Tentúgal,1697,0610
061014,Ereira,534,0610
061015,"Abrunheira, Verride e Vila Nova da Barca",1164,0610
061016,Montemor-o-Velho e Gatões,2973,0610
061101,Aldeia das Dez,389,0611
061102,Alvoco das Várzeas,242,0611
061103,Avô,400,0611
061104,Bobadela,557,0611
061106,Lagares,1202,0611
061109,Lourosa,500,0611
061110,Meruge,419,0611
061111,Nogueira do Cravo,1917,0611
061115,São Gião,332,0611
061118,Seixo da Beira,1362,0611
061119,Travanca de Lagos,936,0611
061122,Ervedal e Vila Franca da Beira,1142,0611
061123,Lagos da Beira e Lajeosa,1036,0611
061124,Oliveira do Hospital e São Paio de Gramaços,5102,0611
061125,Penalva de Alva e São Sebastião da Feira,855,0611
061126,Santa Ovaia e Vila Pouca da Beira,703,0611
061201,Cabril,214,0612
061202,Dornelas do Zêzere,458,0612
061204,Janeiro de Baixo,511,0612
061206,Pampilhosa da Serra,1053,0612
061207,Pessegueiro,133,0612
061209,Unhais-o-Velho,377,0612
061211,Fajão-Vidual,234,0612
061212,Portela do Fojo-Machio,288,0612
061301,Carvalho,711,0613
061302,Figueira de Lorvão,2253,0613
061304,Lorvão,3124,0613
061307,Penacova,2727,0613
061310,Sazes do Lorvão,669,0613
061312,Friúmes e Paradela,701,0613
061313,Oliveira do Mondego e Travanca do Mondego,924,0613
061314,São Pedro de Alva e São Paio de Mondego,1677,0613
061401,Cumeeira,789,0614
061402,Espinhal,620,0614
061403,Podentes,405,0614
061407,"São Miguel, Santa Eufémia e Rabaçal",2844,0614
061501,Alfarelos,1051,0615
061504,Figueiró do Campo,1165,0615
061506,Granja do Ulmeiro,1570,0615
061508,Samuel,1017,0615
061509,Soure,6721,0615
061510,Tapéus,295,0615
061511,Vila Nova de Anços,847,0615
061512,Vinha da Rainha,1177,0615
061513,Degracias e Pombalinho,1045,0615
061514,Gesteira e Brunhós,867,0615
061602,Candosa,573,0616
061603,Carapinha,309,0616
061608,Midões,1415,0616
061609,Mouronho,670,0616
061611,Póvoa de Midões,481,0616
061612,São João da Boa Vista,378,0616
061614,Tábua,3199,0616
061616,Ázere e Covelo,757,0616
061617,Covas e Vila Nova de Oliveirinha,1053,0616
061618,Espariz e Sinde,820,0616
061619,Pinheiro de Coja e Meda de Mouros,435,0616
061701,Arrifana,1205,0617
061702,Lavegadas,176,0617
061703,Poiares (Santo André),3705,0617
061704,São Miguel de Poiares,1137,0617
070103,Santiago Maior,1648,0701
070104,Capelins (Santo António),356,0701
070105,Terena (São Pedro),592,0701
070107,"N.S. Conceição, S.Brás Matos, Juromenha",1724,0701
070201,Arraiolos,2768,0702
070202,Igrejinha,806,0702
070206,Vimieiro,1205,0702
070208,Gafanhoeira (São Pedro) e Sabugueiro,659,0702
070209,São Gregório e Santa Justa,380,0702
070301,Borba (Matriz),2964,0703
070302,Orada,550,0703
070303,Rio de Moinhos,1695,0703
070304,Borba (São Bartolomeu),515,0703
070401,Arcos,856,0704
070402,Glória,378,0704
070404,Évora Monte (Santa Maria),415,0704
070411,São Domingos de Ana Loura,237,0704
070413,Veiros,740,0704
070414,Estremoz (Santa Maria e Santo André),6742,0704
070415,São Bento do Cortiço e Santo Estêvão,576,0704
070416,São Lourenço de Mamporcão e São Bento de Ana Loura,382,0704
070417,Ameixial (Santa Vitória e São Bento),506,0704
070502,Nossa Senhora da Graça do Divor,369,0705
070503,Nossa Senhora de Machede,793,0705
070506,São Bento do Mato,897,0705
070509,São Miguel de Machede,573,0705
070513,Torre de Coelheiros,439,0705
070515,Canaviais,2739,0705
070522,Bacelo e Senhora da Saúde,15638,0705
070523,"Évora (São Mamede, Sé, São Pedro e Santo Antão)",3835,0705
070524,Malagueira e Horta das Figueiras,18165,0705
070525,N.S. da Tourega e N.S. de Guadalupe,825,0705
070526,São Manços e São Vicente do Pigeiro,1002,0705
070527,S.Sebastião da Giesteira e N.S. da Boa Fé,783,0705
070601,Cabrela,419,0706
070605,Santiago do Escoural,925,0706
070606,São Cristóvão,438,0706
070607,Ciborro,551,0706
070610,Foros de Vale de Figueira,902,0706
070611,Cortiçadas de Lavre e Lavre,1073,0706
070612,"N.S. da Vila, N.S. do Bispo e Silveiras",9236,0706
070701,Brotas,318,0707
070702,Cabeção,838,0707
070703,Mora,1984,0707
070704,Pavia,672,0707
070801,Granja,485,0708
070802,Luz,251,0708
070803,Mourão,1382,0708
070903,Monte do Trigo,996,0709
070905,Portel,2069,0709
070906,Santana,385,0709
070908,Vera Cruz,301,0709
070909,Amieira e Alqueva,511,0709
070910,São Bartolomeu do Outeiro e Oriola,659,0709
071001,Montoito,973,0710
071002,Redondo,4561,0710
071102,Corval,1077,0711
071103,Monsaraz,574,0711
071104,Reguengos de Monsaraz,6022,0711
071106,Campo e Campinho,1062,0711
071201,Vendas Novas,9417,0712
071202,Landeira,590,0712
071301,Alcáçovas,1643,0713
071302,Viana do Alentejo,2292,0713
071303,Aguiar,746,0713
071401,Bencatel,1298,0714
071402,Ciladas,780,0714
071404,Pardais,407,0714
071406,Nossa Senhora da Conceição e São Bartolomeu,4031,0714
080102,Guia,3562,0801
080103,Paderne,2765,0801
080104,Ferreiras,5632,0801
080106,Albufeira e Olhos de Água,24187,0801
080202,Giões,150,0802
080203,Martim Longo,820,0802
080205,Vaqueiros,336,0802
080206,Alcoutim e Pereiro,877,0802
080301,Aljezur,2097,0803
080302,Bordeira,270,0803
080303,Odeceixe,775,0803
080304,Rogil,853,0803
080401,Azinhal,412,0804
080402,Castro Marim,2959,0804
080403,Odeleite,507,0804
080404,Altura,1923,0804
080503,Santa Bárbara de Nexe,3230,0805
080506,Montenegro,7392,0805
080507,Conceição e Estoi,7081,0805
080508,Faro (Sé e São Pedro),39190,0805
080602,Ferragudo,1546,0806
080604,Porches,1705,0806
080607,Estômbar e Parchal,7680,0806
080608,Lagoa e Carvoeiro,8126,0806
080703,Luz,2357,0807
080704,Odiáxere,2252,0807
080707,Bensafrim e Barão de São João,1708,0807
080708,São Gonçalo de Lagos,17569,0807
080801,Almancil,8285,0808
080802,Alte,1438,0808
080803,Ameixial,319,0808
080804,Boliqueime,3994,0808
080805,Quarteira,20676,0808
080807,Salir,2175,0808
080808,Loulé (São Clemente),15832,0808
080809,Loulé (São Sebastião),6411,0808
080812,"Querença, Tôr e Benafim",2093,0808
080901,Alferce,262,0809
080902,Marmelete,518,0809
080903,Monchique,3483,0809
081003,Olhão,12344,0810
081004,Pechão,3059,0810
081005,Quelfes,14855,0810
081006,Moncarapacho e Fuseta,7505,0810
081101,Alvor,5277,0811
081102,Mexilhoeira Grande,3440,0811
081103,Portimão,41939,0811
081201,São Brás de Alportel,9315,0812
081303,Armação de Pêra,5032,0813
081305,São Bartolomeu de Messines,6692,0813
081306,São Marcos da Serra,895,0813
081307,Silves,8905,0813
081309,Alcantarilha e Pêra,4004,0813
081310,Algoz e Tunes,5330,0813
081401,Cachopo,425,0814
081404,Santa Catarina da Fonte do Bispo,1261,0814
081408,Santa Luzia,1227,0814
081410,Conceição e Cabanas de Tavira,2550,0814
081411,Luz de Tavira e Santo Estêvão,3560,0814
081412,Tavira (Santa Maria e Santiago),12273,0814
081501,Barão de São Miguel,266,0815
081502,Budens,1066,0815
081504,Sagres,1480,0815
081506,Vila do Bispo e Raposeira,1001,0815
081601,Vila Nova de Cacela,3343,0816
081602,Vila Real de Santo António,10238,0816
081603,Monte Gordo,3215,0816
090102,Carapito,407,0901
090103,Cortiçada,400,0901
090105,Dornelas,634,0901
090106,Eirado,216,0901
090107,Forninhos,220,0901
090109,Pena Verde,736,0901
090110,Pinheiro,293,0901
090114,Aguiar da Beira e Coruche,1775,0901
090115,Sequeiros e Gradiz,450,0901
090116,Souto de Aguiar da Beira e Valverde,501,0901
090203,Almeida,1047,0902
090207,Castelo Bom,134,0902
090209,Freineda,186,0902
090210,Freixo,177,0902
090213,Malhada Sorda,329,0902
090219,Nave de Haver,399,0902
090224,São Pedro de Rio Seco,170,0902
090227,Vale da Mula,187,0902
090229,Vilar Formoso,1815,0902
090230,"Amoreira, Parada e Cabreira",282,0902
090231,"Azinhal, Peva e Valverde",227,0902
090232,"Castelo Mendo, Ade, Monteperobolso e Mesquitela",270,0902
090233,Junça e Naves,217,0902
090234,"Leomil, Mido, Senouras e Aldeia Nova",202,0902
090235,Malpartida e Vale de Coelha,221,0902
090236,Miuzela e Porto de Ovelha,354,0902
090302,Baraçal,249,0903
090304,Carrapichana,223,0903
090306,Forno Telheiro,609,0903
090307,Lajeosa do Mondego,616,0903
090308,Linhares,237,0903
090309,Maçal do Chão,176,0903
090310,Mesquitela,226,0903
090311,Minhocal,145,0903
090312,Prados,198,0903
090314,Ratoeira,239,0903
090318,Vale de Azares,349,0903
090322,Casas do Soeiro,479,0903
090323,Açores e Velosa,483,0903
090324,São Pedro e Santa Maria e Vila Boa do Mondego,2111,0903
090325,"Cortiçô da Serra, Vide entre Vinhas e Salgueirais",375,0903
090326,Rapa e Cadafaz,256,0903
090403,Castelo Rodrigo,272,0904
090406,Escalhão,606,0904
090408,Figueira de Castelo Rodrigo,2009,0904
090410,Mata de Lobos,312,0904
090415,Vermiosa,341,0904
090418,"Algodres, Vale de Afonsinho e Vilar de Amargo",376,0904
090419,Almofala e Escarigo,236,0904
090420,Cinco Vilas e Reigada,320,0904
090421,"Freixeda Torrão, Quintã Pêro Martins, Penha Águia",412,0904
090422,Colmeal e Vilar Torpim,224,0904
090501,Algodres,282,0905
090502,Casal Vasco,188,0905
090504,Figueiró da Granja,343,0905
090505,Fornos de Algodres,1271,0905
090507,Infias,227,0905
090509,Maceira,196,0905
090510,Matança,187,0905
090511,Muxagata,243,0905
090512,Queiriz,228,0905
090517,Cortiçô e Vila Chã,168,0905
090518,"Juncais, Vila Ruiva e Vila Soeiro do Chão",563,0905
090519,Sobral Pichorro e Fuinhas,235,0905
090602,Arcozelo,543,0906
090603,Cativelos,672,0906
090605,Folgosinho,402,0906
090612,Nespereira,638,0906
090613,Paços da Serra,495,0906
090614,Ribamondego,259,0906
090617,São Paio,709,0906
090619,Vila Cortês da Serra,212,0906
090620,Vila Franca da Serra,224,0906
090621,Vila Nova de Tazem,1497,0906
090623,Aldeias e Mangualde da Serra,420,0906
090624,Figueiró da Serra e Freixo da Serra,348,0906
090625,Gouveia,2989,0906
090626,Melo e Nabais,752,0906
090627,Moimenta da Serra e Vinhó,962,0906
090628,Rio Torto e Lagarinhos,721,0906
090703,Aldeia do Bispo,183,0907
090704,Aldeia Viçosa,305,0907
090705,Alvendre,187,0907
090706,Arrifana,486,0907
090708,Avelãs da Ribeira,136,0907
090709,Benespera,271,0907
090711,Casal de Cinza,508,0907
090712,Castanheira,326,0907
090713,Cavadoude,261,0907
090714,Codesseiro,210,0907
090716,Faia,163,0907
090717,Famalicão,448,0907
090718,Fernão Joanes,232,0907
090721,Gonçalo Bocas,210,0907
090722,João Antão,113,0907
090723,Maçainhas,961,0907
090724,Marmeleiro,357,0907
090725,Meios,170,0907
090728,Panoias de Cima,573,0907
090729,Pega,182,0907
090730,Pêra do Moço,743,0907
090732,Porto da Carne,258,0907
090734,Ramela,172,0907
090738,Santana da Azinha,410,0907
090744,Sobral da Serra,231,0907
090746,Vale de Estrela,346,0907
090747,Valhelhas,320,0907
090748,Vela,352,0907
090749,Videmonte,343,0907
090750,Vila Cortês do Mondego,246,0907
090751,Vila Fernando,442,0907
090752,Vila Franca do Deão,136,0907
090753,Vila Garcia,301,0907
090757,Gonçalo,934,0907
090758,Guarda,22850,0907
090759,Jarmelo São Miguel,261,0907
090760,Jarmelo São Pedro,256,0907
090761,Avelãs de Ambom e Rocamondo,154,0907
090762,Corujeira e Trinta,463,0907
090763,"Mizarela, Pêro Soares e Vila Soeiro",225,0907
090764,Pousade e Albardo,256,0907
090765,Rochoso e Monte Margarida,229,0907
090766,Adão,294,0907
090801,Sameiro,299,0908
090802,Manteigas (Santa Maria),1264,0908
090803,Manteigas (São Pedro),1103,0908
090804,Vale de Amoreira,246,0908
090901,Aveloso,191,0909
090902,Barreira,198,0909
090905,Coriscada,178,0909
090907,Longroiva,251,0909
090908,Marialva,262,0909
090912,Poço do Canto,383,0909
090914,Rabaçal,240,0909
090915,Ranhados,293,0909
090917,"Mêda, Outeiro de Gatos e Fonte Longa",2280,0909
090918,Prova e Casteição,341,0909
090919,"Vale Flor, Carvalhal e Pai Penela",318,0909
091009,Ervedosa,142,0910
091010,Freixedas,794,0910
091012,Lamegal,231,0910
091013,Lameiras,207,0910
091014,Manigoto,165,0910
091015,Pala,533,0910
091017,Pinhel,3199,0910
091018,Pínzio,338,0910
091024,Souro Pires,518,0910
091027,Vascoveiro,182,0910
091028,Agregação das freguesias Sul de Pinhel,369,0910
091029,Alverca da Beira/Bouça Cova,456,0910
091030,Terras de Massueime,261,0910
091031,Valbom/Bogalhal,211,0910
091032,Alto do Palurdo,237,0910
091033,Vale do Côa,178,0910
091034,Vale do Massueime,247,0910
091035,Atalaia e Safurdão,194,0910
091101,Águas Belas,181,0911
091102,Aldeia do Bispo,226,0911
091103,Aldeia da Ponte,312,0911
091106,Aldeia Velha,357,0911
091107,Alfaiates,330,0911
091109,Baraçal,178,0911
091110,Bendada,471,0911
091111,Bismula,188,0911
091112,Casteleiro,276,0911
091113,Cerdeira,174,0911
091114,Fóios,271,0911
091118,Malcata,357,0911
091120,Nave,238,0911
091123,Quadrazais,490,0911
091124,Quintas de São Bartolomeu,234,0911
091125,Rapoula do Côa,185,0911
091126,Rebolosa,226,0911
091127,Rendo,260,0911
091133,Sortelha,386,0911
091134,Souto,1031,0911
091136,Vale de Espinho,389,0911
091138,Vila Boa,265,0911
091139,Vila do Touro,149,0911
091141,"Aldeia da Ribeira, Vilar Maior e Badamalos",311,0911
091142,Lajeosa e Forcalhos,235,0911
091143,"Pousafoles do Bispo, Pena Lobo e Lomba",368,0911
091144,"Ruvina, Ruivós e Vale das Éguas",215,0911
091145,Sabugal e Aldeia de Santo António,2554,0911
091146,Santo Estêvão e Moita,358,0911
091147,Seixo do Côa e Vale Longo,250,0911
091201,Alvoco da Serra,390,0912
091205,Girabolhos,317,0912
091207,Loriga,793,0912
091208,Paranhos,1237,0912
091209,Pinhanços,609,0912
091210,Sabugueiro,338,0912
091212,Sandomil,655,0912
091213,Santa Comba,701,0912
091216,Santiago,1082,0912
091219,Sazes da Beira,218,0912
091221,Teixeira,150,0912
091224,Travancinha,353,0912
091225,Valezim,248,0912
091228,Vila Cova à Coelheira,311,0912
091230,Carragozela e Várzea de Meruge,495,0912
091231,Sameice e Santa Eulália,491,0912
091232,Santa Marinha e São Martinho,1364,0912
091233,"Seia, São Romão e Lapa dos Dinheiros",7890,0912
091234,Torrozelo e Folhadosa,656,0912
091235,Tourais e Lajes,1484,0912
091236,Vide e Cabeça,533,0912
091301,Aldeia Nova,259,0913
091303,Castanheira,148,0913
091304,Cogula,145,0913
091305,Cótimos,153,0913
091307,Fiães,231,0913
091309,Granja,157,0913
091310,Guilheiro,138,0913
091311,Moimentinha,192,0913
091312,Moreira de Rei,445,0913
091313,Palhais,181,0913
091314,Póvoa do Concelho,269,0913
091315,Reboleiro,199,0913
091316,Rio de Mel,239,0913
091321,Tamanhos,211,0913
091325,Valdujo,175,0913
091330,Freches e Torres,498,0913
091331,"Torre do Terrenho, Sebadelhe da Serra e Terrenho",415,0913
091332,Trancoso (São Pedro e Santa Maria) e Souto Maior,2998,0913
091333,Vale do Seixo e Vila Garcia,226,0913
091334,Vila Franca das Naves e Feital,859,0913
091335,Vilares e Carnicães,295,0913
091401,Almendra,350,0914
091402,Castelo Melhor,219,0914
091403,Cedovim,273,0914
091404,Chãs,252,0914
091405,Custóias,208,0914
091407,Horta,221,0914
091410,Muxagata,287,0914
091411,Numão,236,0914
091412,Santa Comba,262,0914
091414,Sebadelhe,246,0914
091415,Seixas,264,0914
091416,Touça,204,0914
091418,Freixo de Numão,496,0914
091419,Vila Nova de Foz Côa,3060,0914
100102,Alfeizerão,3241,1001
100104,Bárrio,1290,1001
100105,Benedita,7395,1001
100106,Cela,2736,1001
100108,Évora de Alcobaça,3717,1001
100109,Maiorga,1613,1001
100112,São Martinho do Porto,2852,1001
100114,Turquel,3878,1001
100116,Vimeiro,1578,1001
100120,Aljubarrota,5660,1001
100121,Alcobaça e Vestiaria,6126,1001
100122,"Coz, Alpedriz e Montes",2669,1001
100123,Pataias e Martingança,6106,1001
100201,Almoster,523,1002
100204,Maçãs de Dona Maria,1406,1002
100205,Pelmá,678,1002
100208,Alvaiázere,1577,1002
100209,Pussos São Pedro,1542,1002
100301,Alvorge,943,1003
100303,Avelar,1827,1003
100304,Chão de Couce,1610,1003
100306,Pousaflores,798,1003
100307,Santiago da Guarda,2556,1003
100309,Ansião,3218,1003
100401,Batalha,7611,1004
100402,Reguengo do Fetal,1877,1004
100403,São Mamede,3145,1004
100404,Golpilheira,1324,1004
100502,Carvalhal,2199,1005
100503,Roliça,2274,1005
100505,Pó,702,1005
100506,Bombarral e Vale Covo,6353,1005
100601,A dos Francos,1411,1006
100602,Alvorninha,2471,1006
100604,Carvalhal Benfeito,1016,1006
100606,Foz do Arelho,1246,1006
100607,Landal,906,1006
100608,Nadadouro,1633,1006
100609,Salir de Matos,2241,1006
100611,Santa Catarina,2553,1006
100615,Vidais,927,1006
100617,"Nossa Senhora do Pópulo, Coto e São Gregório",16291,1006
100618,Caldas da Rainha - Santo Onofre e Serra do Bouro,10604,1006
100619,Tornada e Salir do Porto,3964,1006
100703,Castanheira de Pêra e Coentral,2463,1007
100801,Aguda,912,1008
100802,Arega,690,1008
100803,Campelo,158,1008
100806,Figueiró dos Vinhos e Bairradas,3262,1008
100901,Amor,4087,1009
100902,Arrabal,2342,1009
100907,Caranguejeira,4223,1009
100909,Coimbrão,1673,1009
100913,Maceira,8333,1009
100915,Milagres,2791,1009
100921,Regueira de Pontes,1868,1009
100925,Bajouca,1764,1009
100926,Bidoeira de Cima,2110,1009
100932,Colmeias e Memória,3783,1009
100933,"Leiria, Pousos, Barreira e Cortes",29089,1009
100934,Marrazes e Barosa,21862,1009
100935,Monte Real e Carvide,5000,1009
100936,Monte Redondo e Carreira,4720,1009
100937,Parceiros e Azoia,6822,1009
100938,Santa Catarina da Serra e Chainça,4164,1009
100939,Santa Eufémia e Boa Vista,3801,1009
100940,Souto da Carpalhosa e Ortigosa,5077,1009
101001,Marinha Grande,27876,1010
101002,Vieira de Leiria,5062,1010
101003,Moita,1214,1010
101101,Famalicão,1538,1011
101102,Nazaré,9804,1011
101103,Valado dos Frades,2652,1011
101201,A dos Negros,1357,1012
101202,Amoreira,934,1012
101203,Olho Marinho,1184,1012
101207,Vau,906,1012
101208,Gaeiras,2120,1012
101209,Usseira,791,1012
101210,"Santa Maria, São Pedro e Sobral da Lagoa",3495,1012
101301,Graça,563,1013
101302,Pedrógão Grande,1955,1013
101303,Vila Facaia,445,1013
101402,Atouguia da Baleia,8395,1014
101405,Serra d'El-Rei,1213,1014
101406,Ferrel,2547,1014
101407,Peniche,12092,1014
101501,Abiul,2329,1015
101503,Almagreira,2757,1015
101504,Carnide,1601,1015
101505,Carriço,3093,1015
101506,Louriçal,3937,1015
101508,Pelariga,1814,1015
101509,Pombal,15228,1015
101510,Redinha,1901,1015
101513,Vermoil,2479,1015
101514,Vila Cã,1360,1015
101515,Meirinhas,1494,1015
101518,"Guia, Ilha e Mata Mourisca",5590,1015
101519,Santiago e S.Simão de Litém e Albergaria dos Doze,4573,1015
